안덕면사무소, 2, 급속, 제주특별자치도 서귀포시 안덕면 화순서서로 74, 126.3307426, 33.2575319
남원읍 동부보건소, 2, 급속, 제주특별자치도 서귀포시 남원읍 태위로 527, 126.7034172, 33.2757617
제주 서귀포 제1청사, 1, 급속, 제주특별자치도 서귀포시 중앙로 105, 126.5601945, 33.2540922
별빛누리공원, 1, 급속, 제주특별자치도 제주시 선돌목동길 60, 126.5492487, 33.4450231
제주 일출랜드, 1, 급속, 제주특별자치도 서귀포시 성산읍 중산간동로 4150-30, 126.8413634, 33.3835243
돈네코 야영장, 1, 급속, 제주특별자치도 서귀포시 돈내코로 114, 126.5847998, 33.3003161
서귀포 시민회관, 1, 급속, 제주특별자치도 서귀포시 동홍로 31-7, 126.5669285, 33.2514453
제주국제컨벤션센터, 2, 급속, 제주특별자치도 서귀포시 중문관광로 224, 126.4245153, 33.2413649
대륜동 주민센터, 2, 급속, 제주특별자치도 서귀포시 일주동로 9185, 126.5113278, 33.2482109
남부압구정, 5, 완속, 서울 강남구 압구정동 518번지, 127.042874, 37.5275197
서북부일산, 5, 완속, 경기 고양시 일산구 주엽동 110-1, 126.759442, 37.6704998
경기남부남수원, 5, 완속, 경기 수원시 팔달구 인계동 1017, 127.0273653, 37.2674286
경기서부안산, 5, 완속, 경기 안산시 고잔동 541-3, 126.8399153, 37.3170541
강원원주, 5, 완속, 강원 원주시 우산동 70-4, 127.9432384, 37.3734548
강원춘천, 5, 완속, 강원 춘천시 온의동 513-6, 127.720277, 37.863967
광주전남목포, 5, 완속, 전남 목포시 상동 135-1, 126.416766, 34.8096204
전북전주, 5, 완속, 전북 전주시 덕진구 금암1동 712-5, 127.1298701, 35.8387838
대구동대구, 5, 완속, 대구시 수성구 범어3동 1-10, 128.6262693, 35.8667602
부산대연, 5, 완속, 부산시 남구 대연동 323, 129.0960144, 35.1359351
제주성산포, 5, 완속, 제주 서귀포시 성산읍 고성리 1064-6, 126.910557, 33.4471029
제주신제주, 5, 완속, 제주 제주시 연동 250-8, 126.4873873, 33.4902168
광주전남광주, 5, 완속, 광주 광산구 도천동 135-13, 126.8273251, 35.2108228
경남동부울산중앙, 5, 완속, 울산 남구 화합로 132, 129.3406435, 35.536573
경남서부진해, 5, 완속, 경남 창원시 진해구 진해대로 1114번길 15, 128.707868, 35.1245078
곤지암, 6, 완속, 경기도 광주시 곤지암읍 곤지암천로 255, 127.3384804, 37.3520541
용현, 6, 완속, 인천시 남구 인주대로 124, 126.6508807, 37.4561283
남주안, 6, 완속, 인천시 남구 주안로 152, 126.6867456, 37.463445
간석, 6, 완속, 인천시 남동구 남동대로 938, 126.7084465, 37.4661341
문화, 6, 완속, 대전시 중구 문화로 198, 127.4069574, 36.3148928
엑스포, 6, 완속, 대전시 유성구 대덕대로 566, 127.3788603, 36.3834069
